n=1000 mode=churn	qt6	rss.base_kb	21032
n=1000 mode=churn	qt6	rss.built_kb	59688
n=1000 mode=churn	qt6	rss.peak_kb	59688
n=1000 mode=churn	gtk4	stage.set	577.5
n=1000 mode=churn	gtk4	stage.set_measure	4678.3
n=1000 mode=churn	gtk4	total_us	4678.3
n=1000 mode=churn	gtk4	frame.sustained_ms	18.99
n=1000 mode=churn	gtk4	frame.count	158
n=1000 mode=churn	gtk4	frame.vsync_floor_ms	16.67
n=1000 mode=churn	gtk4	frame.vsync_bound	no
n=1000 mode=churn	gtk4	rss.base_kb	113856
n=1000 mode=churn	gtk4	rss.built_kb	143796
n=1000 mode=churn	gtk4	rss.peak_kb	145856
n=3000 mode=point	lumen-rel-patch	nodes.total	3001
n=3000 mode=point	lumen-rel-patch	nodes.rebuilt	0
n=3000 mode=point	lumen-rel-patch	nodes.copied	0
n=3000 mode=point	lumen-rel-patch	total_us	93.1
n=3000 mode=point	lumen-rel-patch	rss.base_kb	2748
n=3000 mode=point	lumen-rel-patch	rss.built_kb	23064
n=3000 mode=point	lumen-rel-patch	rss.peak_kb	24008
n=3000 mode=point	lumen-rel-rebuild	nodes.total	3001
n=3000 mode=point	lumen-rel-rebuild	nodes.rebuilt	2
n=3000 mode=point	lumen-rel-rebuild	nodes.copied	2999
n=3000 mode=point	lumen-rel-rebuild	total_us	850.6
n=3000 mode=point	lumen-rel-rebuild	rss.base_kb	2792
n=3000 mode=point	lumen-rel-rebuild	rss.built_kb	30656
n=3000 mode=point	lumen-rel-rebuild	rss.peak_kb	31480
n=3000 mode=point	lumen-dev-patch	nodes.total	3001
n=3000 mode=point	lumen-dev-patch	nodes.rebuilt	0
n=3000 mode=point	lumen-dev-patch	nodes.copied	0
n=3000 mode=point	lumen-dev-patch	total_us	10439.1
n=3000 mode=point	lumen-dev-patch	rss.base_kb	2756
n=3000 mode=point	lumen-dev-patch	rss.built_kb	27616
n=3000 mode=point	lumen-dev-patch	rss.peak_kb	28488
n=3000 mode=point	lumen-dev-rebuild	nodes.total	3001
n=3000 mode=point	lumen-dev-rebuild	nodes.rebuilt	2
n=3000 mode=point	lumen-dev-rebuild	nodes.copied	2999
n=3000 mode=point	lumen-dev-rebuild	total_us	11253.3
n=3000 mode=point	lumen-dev-rebuild	rss.base_kb	2824
n=3000 mode=point	lumen-dev-rebuild	rss.built_kb	34712
n=3000 mode=point	lumen-dev-rebuild	rss.peak_kb	35576
n=3000 mode=point	qt6	stage.idle_paint	277.0
n=3000 mode=point	qt6	stage.set	1.2
n=3000 mode=point	qt6	stage.set_layout	209.6
n=3000 mode=point	qt6	stage.set_layout_paint	542.0
n=3000 mode=point	qt6	total_us	209.6
n=3000 mode=point	qt6	rss.base_kb	21000
n=3000 mode=point	qt6	rss.built_kb	118480
n=3000 mode=point	qt6	rss.peak_kb	118560
n=3000 mode=point	gtk4	stage.set	0.7
n=3000 mode=point	gtk4	stage.set_measure	110.8
n=3000 mode=point	gtk4	total_us	110.8
n=3000 mode=point	gtk4	frame.sustained_ms	22.73
n=3000 mode=point	gtk4	frame.count	132
n=3000 mode=point	gtk4	frame.vsync_floor_ms	16.67
n=3000 mode=point	gtk4	frame.vsync_bound	no
n=3000 mode=point	gtk4	rss.base_kb	117624
n=3000 mode=point	gtk4	rss.built_kb	152304
n=3000 mode=point	gtk4	rss.peak_kb	222592
n=3000 mode=churn	lumen-rel-patch	nodes.total	3001
n=3000 mode=churn	lumen-rel-patch	nodes.rebuilt	0
n=3000 mode=churn	lumen-rel-patch	nodes.copied	0
n=3000 mode=churn	lumen-rel-patch	total_us	13361.0
n=3000 mode=churn	lumen-rel-patch	rss.base_kb	2788
n=3000 mode=churn	lumen-rel-patch	rss.built_kb	63000
n=3000 mode=churn	lumen-rel-patch	rss.peak_kb	66272
n=3000 mode=churn	lumen-rel-rebuild	nodes.total	3001
n=3000 mode=churn	lumen-rel-rebuild	nodes.rebuilt	3001
n=3000 mode=churn	lumen-rel-rebuild	nodes.copied	0
n=3000 mode=churn	lumen-rel-rebuild	total_us	16096.0
n=3000 mode=churn	lumen-rel-rebuild	rss.base_kb	2812
n=3000 mode=churn	lumen-rel-rebuild	rss.built_kb	70148
n=3000 mode=churn	lumen-rel-rebuild	rss.peak_kb	79652
n=3000 mode=churn	lumen-dev-patch	nodes.total	3001
n=3000 mode=churn	lumen-dev-patch	nodes.rebuilt	0
n=3000 mode=churn	lumen-dev-patch	nodes.copied	0
n=3000 mode=churn	lumen-dev-patch	total_us	25209.8
n=3000 mode=churn	lumen-dev-patch	rss.base_kb	2768
n=3000 mode=churn	lumen-dev-patch	rss.built_kb	66892
n=3000 mode=churn	lumen-dev-patch	rss.peak_kb	70608
n=3000 mode=churn	lumen-dev-rebuild	nodes.total	3001
n=3000 mode=churn	lumen-dev-rebuild	nodes.rebuilt	3001
n=3000 mode=churn	lumen-dev-rebuild	nodes.copied	0
n=3000 mode=churn	lumen-dev-rebuild	total_us	27344.4
n=3000 mode=churn	lumen-dev-rebuild	rss.base_kb	2788
n=3000 mode=churn	lumen-dev-rebuild	rss.built_kb	75768
n=3000 mode=churn	lumen-dev-rebuild	rss.peak_kb	85384
n=3000 mode=churn	qt6	stage.idle_paint	355.7
n=3000 mode=churn	qt6	stage.set	979.1
n=3000 mode=churn	qt6	stage.set_layout	20664.6
n=3000 mode=churn	qt6	stage.set_layout_paint	21012.2
n=3000 mode=churn	qt6	total_us	20664.6
n=3000 mode=churn	qt6	rss.base_kb	21040
n=3000 mode=churn	qt6	rss.built_kb	118600
n=3000 mode=churn	qt6	rss.peak_kb	118600
n=3000 mode=churn	gtk4	stage.set	1788.5
n=3000 mode=churn	gtk4	stage.set_measure	14369.5
n=3000 mode=churn	gtk4	total_us	14369.5
n=3000 mode=churn	gtk4	frame.sustained_ms	24.59
n=3000 mode=churn	gtk4	frame.count	122
n=3000 mode=churn	gtk4	frame.vsync_floor_ms	16.67
n=3000 mode=churn	gtk4	frame.vsync_bound	no
n=3000 mode=churn	gtk4	rss.base_kb	117528
n=3000 mode=churn	gtk4	rss.built_kb	156676
n=3000 mode=churn	gtk4	rss.peak_kb	156708
n=10000 mode=point	lumen-rel-patch	nodes.total	10001
n=10000 mode=point	lumen-rel-patch	nodes.rebuilt	0
n=10000 mode=point	lumen-rel-patch	nodes.copied	0
n=10000 mode=point	lumen-rel-patch	total_us	283.9
n=10000 mode=point	lumen-rel-patch	rss.base_kb	2756
n=10000 mode=point	lumen-rel-patch	rss.built_kb	66676
